Step,Intermediate (Substrate),Enzyme,EC,Gene,Product,Compound,Other Pathway Connections/Alternatives,aux_availible,shared_enzyme,shared_compound,pathway,step_in_pathway,shared_enzyme_amount,shared_compound_amount,shared_ec_list,shared_ec_count,shared_compound_list,shared_compound_count,
S3,3‑Phosphohydroxypyruvate,Phosphoserine Aminotransferase,2.6.1.52,serC,3‑Phosphoserine (assigned here),C01005,Uses glutamate as the amino donor.,TRUE,"['G3', 'C3']","['G3', 'C3']",S,3,2,2,"['R04173', 'R05085', 'R04173', 'R04173', 'R04173', 'R04173', 'R05085', 'R04173', 'R04173', 'R04173', 'R05085']",11,"['R04173', 'R00582', 'R07274', 'R00582', 'R04173', 'R00582', 'R04173', 'R04173', 'R00582', 'R04173', 'R00582', 'R04173', 'R00582', 'R04173', 'R00582', 'R04173', 'R07274']",17,Ec
S4,3‑Phosphoserine,Phosphoserine Phosphatase,3.1.3.3,serB,L‑Serine,C00065,Final dephosphorylation step.,TRUE,"['G4', 'C4']","['G4', 'C4']",S,4,2,2,"['R00582', 'R00582', 'R00582', 'R00582', 'R00582', 'R00582']",6,"['R00220', 'R00582', 'R00586', 'R01800', 'R00945', 'R02722', 'R00589', 'R09099', 'R00590', 'R00945', 'R02722', 'R00674', 'R00220', 'R00945', 'R07644', 'R01800', 'R00586', 'R00582', 'R00945', 'R09099', 'R00582', 'R00586', 'R00582', 'R00945', 'R00220', 'R00586', 'R00220', 'R00945', 'R00582', 'R00586', 'R02722', 'R00945', 'R00945', 'R00582', 'R00945', 'R09099', 'R00586', 'R01800', 'R00582', 'R00945', 'R00589', 'R00220', 'R00220', 'R01800', 'R02722', 'R00586', 'R00590', 'R02722', 'R00674', 'R00945', 'R00589', 'R00945', 'R00945', 'R07644', 'R03662', 'R08218']",56,Ec
G0,PEP,Enolase,4.2.1.11,eno,2‑Phosphoglycerate,C00631,Reverse of a glycolytic reaction.,TRUE,"['S0', 'C0']","['S0', 'C0']",G,0,2,2,"['R00658', 'R00658', 'R00658', 'R00658', 'R00658', 'R00658', 'R00658']",7,"['R01518', 'R00658', 'R08572', 'R08572', 'R00658', 'R01518', 'R08572', 'R01518', 'R00658', 'R08572', 'R01518', 'R00658', 'R01518', 'R00658', 'R00658', 'R01518', 'R01518', 'R08572', 'R00658', 'R01518', 'R01518', 'R08572', 'R08572', 'R01518', 'R01518']",25,Ec
G1,2‑Phosphoglycerate,Phosphoglycerate Mutase,5.4.2.11,gpmA,3‑Phosphoglycerate,C00197,A key glycolytic intermediate.,TRUE,"['S1', 'C1']","['S1', 'C1']",G,1,2,2,"['R01518', 'R01518', 'R01518', 'R01518', 'R01518', 'R01518', 'R01518', 'R01518']",8,"['R01512', 'R01518', 'R01513', 'R01518', 'R01512', 'R01513', 'R01512', 'R01518', 'R01513', 'R01518', 'R01512', 'R01513', 'R01512', 'R01518', 'R01513', 'R01518', 'R01512', 'R01518', 'R01512', 'R01518', 'R01513', 'R01518', 'R01513', 'R01518', 'R01518', 'R01513']",26,Ec
G2,3‑Phosphoglycerate,Phosphoglycerate Dehydrogenase,1.1.1.95,serA,3‑Phosphohydroxypyruvate (assigned here),C03232,First committed step for serine synthesis.,TRUE,"['S2', 'C2']","['S2', 'C2']",G,2,2,2,"['R01513', 'R01513', 'R01513', 'R01513', 'R01513', 'R01513', 'R01513', 'R01513']",8,"['R01513', 'R04173', 'R01513', 'R04173', 'R04173', 'R01513', 'R01513', 'R04173', 'R01513', 'R04173', 'R01513', 'R04173', 'R01513', 'R04173', 'R04173', 'R01513']",16,Ec
G3,3‑Phosphohydroxypyruvate,Phosphoserine Aminotransferase,2.6.1.52,serC,3‑Phosphoserine (assigned here),C01005,Uses glutamate as the amino donor.,TRUE,"['S3', 'C3']","['S3', 'C3']",G,3,2,2,"['R04173', 'R05085', 'R04173', 'R04173', 'R04173', 'R04173', 'R05085', 'R04173', 'R04173', 'R04173', 'R05085']",11,"['R04173', 'R00582', 'R07274', 'R00582', 'R04173', 'R00582', 'R04173', 'R04173', 'R00582', 'R04173', 'R00582', 'R04173', 'R00582', 'R04173', 'R00582', 'R04173', 'R07274']",17,Ec
G4,3‑Phosphoserine,Phosphoserine Phosphatase,3.1.3.3,serB,L‑Serine,C00065,Final dephosphorylation step.,TRUE,"['S4', 'C4']","['S4', 'C4']",G,4,2,2,"['R00582', 'R00582', 'R00582', 'R00582', 'R00582', 'R00582']",6,"['R00220', 'R00582', 'R00586', 'R01800', 'R00945', 'R02722', 'R00589', 'R09099', 'R00590', 'R00945', 'R02722', 'R00674', 'R00220', 'R00945', 'R07644', 'R01800', 'R00586', 'R00582', 'R00945', 'R09099', 'R00582', 'R00586', 'R00582', 'R00945', 'R00220', 'R00586', 'R00220', 'R00945', 'R00582', 'R00586', 'R02722', 'R00945', 'R00945', 'R00582', 'R00945', 'R09099', 'R00586', 'R01800', 'R00582', 'R00945', 'R00589', 'R00220', 'R00220', 'R01800', 'R02722', 'R00586', 'R00590', 'R02722', 'R00674', 'R00945', 'R00589', 'R00945', 'R00945', 'R07644', 'R03662', 'R08218']",56,Ec
G5,L‑Serine,Serine Hydroxymethyltransferase,2.1.2.1,glyA,Glycine,C00037,Also provides one‑carbon units for folate metabolism.,TRUE,[],[],G,5,0,0,"['R00945', 'R09099', 'R00945', 'R00945', 'R00945', 'R09099', 'R00945', 'R00945', 'R00945', 'R00945', 'R00945', 'R09099', 'R00945', 'R00945', 'R00945', 'R00945']",16,"['R00751', 'R06171', 'R00367', 'R04144', 'R00899', 'R00497', 'R00945', 'R01221', 'R10994', 'R09099', 'R00371', 'R04951', 'R03425', 'R00945', 'R04144', 'R00945', 'R00751', 'R01221', 'R00945', 'R09099', 'R00751', 'R00945', 'R01221', 'R00369', 'R00945', 'R00751', 'R00945', 'R00497', 'R00945', 'R01221', 'R00945', 'R09099', 'R04144', 'R06171', 'R00945', 'R00751', 'R00371', 'R03425', 'R10994', 'R00945', 'R04951', 'R00497', 'R00899', 'R00899', 'R04951', 'R00899', 'R04951', 'R00899', 'R04951', 'R03425', 'R00945', 'R00945', 'R01221', 'R03654']",54,Ec
C0,PEP,Enolase,4.2.1.11,eno,2‑Phosphoglycerate,C00631,Reverse of a glycolytic reaction.,TRUE,"['S0', 'G0']","['S0', 'G0']",C,0,2,2,"['R00658', 'R00658', 'R00658', 'R00658', 'R00658', 'R00658', 'R00658']",7,"['R01518', 'R00658', 'R08572', 'R08572', 'R00658', 'R01518', 'R08572', 'R01518', 'R00658', 'R08572', 'R01518', 'R00658', 'R01518', 'R00658', 'R00658', 'R01518', 'R01518', 'R08572', 'R00658', 'R01518', 'R01518', 'R08572', 'R08572', 'R01518', 'R01518']",25,Ec
C1,2‑Phosphoglycerate,Phosphoglycerate Mutase,5.4.2.11,gpmA,3‑Phosphoglycerate,C00197,A key glycolytic intermediate.,TRUE,"['S1', 'G1']","['S1', 'G1']",C,1,2,2,"['R01518', 'R01518', 'R01518', 'R01518', 'R01518', 'R01518', 'R01518', 'R01518']",8,"['R01512', 'R01518', 'R01513', 'R01518', 'R01512', 'R01513', 'R01512', 'R01518', 'R01513', 'R01518', 'R01512', 'R01513', 'R01512', 'R01518', 'R01513', 'R01518', 'R01512', 'R01518', 'R01512', 'R01518', 'R01513', 'R01518', 'R01513', 'R01518', 'R01518', 'R01513']",26,Ec
C2,3‑Phosphoglycerate,Phosphoglycerate Dehydrogenase,1.1.1.95,serA,3‑Phosphohydroxypyruvate (assigned here),C03232,First committed step for serine synthesis.,TRUE,"['S2', 'G2']","['S2', 'G2']",C,2,2,2,"['R01513', 'R01513', 'R01513', 'R01513', 'R01513', 'R01513', 'R01513', 'R01513']",8,"['R01513', 'R04173', 'R01513', 'R04173', 'R04173', 'R01513', 'R01513', 'R04173', 'R01513', 'R04173', 'R01513', 'R04173', 'R01513', 'R04173', 'R04173', 'R01513']",16,Ec
C3,3‑Phosphohydroxypyruvate,Phosphoserine Aminotransferase,2.6.1.52,serC,3‑Phosphoserine (assigned here),C01005,Uses glutamate as the amino donor.,TRUE,"['S3', 'G3']","['S3', 'G3']",C,3,2,2,"['R04173', 'R05085', 'R04173', 'R04173', 'R04173', 'R04173', 'R05085', 'R04173', 'R04173', 'R04173', 'R05085']",11,"['R04173', 'R00582', 'R07274', 'R00582', 'R04173', 'R00582', 'R04173', 'R04173', 'R00582', 'R04173', 'R00582', 'R04173', 'R00582', 'R04173', 'R00582', 'R04173', 'R07274']",17,Ec
C4,3‑Phosphoserine,Phosphoserine Phosphatase,3.1.3.3,serB,L‑Serine,C00065,Final dephosphorylation step.,TRUE,"['S4', 'G4']","['S4', 'G4']",C,4,2,2,"['R00582', 'R00582', 'R00582', 'R00582', 'R00582', 'R00582']",6,"['R00220', 'R00582', 'R00586', 'R01800', 'R00945', 'R02722', 'R00589', 'R09099', 'R00590', 'R00945', 'R02722', 'R00674', 'R00220', 'R00945', 'R07644', 'R01800', 'R00586', 'R00582', 'R00945', 'R09099', 'R00582', 'R00586', 'R00582', 'R00945', 'R00220', 'R00586', 'R00220', 'R00945', 'R00582', 'R00586', 'R02722', 'R00945', 'R00945', 'R00582', 'R00945', 'R09099', 'R00586', 'R01800', 'R00582', 'R00945', 'R00589', 'R00220', 'R00220', 'R01800', 'R02722', 'R00586', 'R00590', 'R02722', 'R00674', 'R00945', 'R00589', 'R00945', 'R00945', 'R07644', 'R03662', 'R08218']",56,Ec
C5,L‑Serine,Serine Acetyltransferase,2.3.1.30,cysE,O‑Acetylserine,C00979,Activates serine for sulfur incorporation.,TRUE,[],[],C,5,0,0,"['R00586', 'R00586', 'R00586', 'R00586', 'R00586', 'R00586', 'R00586']",7,"['R00586', 'R00897', 'R03132', 'R00586', 'R00897', 'R00586', 'R00897', 'R00586', 'R00897', 'R00586', 'R00897', 'R03132', 'R00897', 'R00586', 'R00897', 'R00586', 'R03132']",17,Ec
C6,O‑Acetylserine + H₂S,O‑Acetylserine (Thiol)‑Lyase,2.5.1.47,cysK,L‑Cysteine,C00097,H₂S is provided via sulfate reduction.,TRUE,[],[],C,6,0,0,"['R00897', 'R07274', 'R00897', 'R00897', 'R00897', 'R00897', 'R00897', 'R00897', 'R07274']",9,"['R03217', 'R03260', 'R00782', 'R00897', 'R00894', 'R00899', 'R04230', 'R00895', 'R07460', 'R07274', 'R00903', 'R03260', 'R00897', 'R00897', 'R00897', 'R00897', 'R03260', 'R00894', 'R04230', 'R07460', 'R00897', 'R00897', 'R00903', 'R00782', 'R00896', 'R03260', 'R03217', 'R07274', 'R00903', 'R00894', 'R00899', 'R00899', 'R00899', 'R00899', 'R07460', 'R04231', 'R03650']",37,Ec
K0,Pyruvate,Pyruvate Carboxylase,6.4.1.1,pyc,Oxaloacetate,C00036,–,FALSE,"['T0', 'M0', 'I0']","['T0', 'M0', 'I0']",K,0,3,3,"['R00344', 'R00344', 'R00344', 'R00344', 'R00344', 'R00344']",6,"['R00351', 'R00341', 'R00357', 'R01731', 'R00345', 'R00342', 'R00341', 'R00342', 'R00355', 'R00339', 'R00348', 'R00931', 'R00342', 'R00351', 'R00341', 'R00355', 'R01731', 'R00351', 'R00342', 'R00341', 'R00345', 'R00342', 'R00345', 'R00341', 'R00342', 'R00931', 'R00345', 'R00351', 'R00342', 'R00341', 'R00361', 'R00931', 'R00355', 'R00351', 'R00355', 'R00355', 'R00351', 'R00355', 'R01731', 'R00341', 'R00351', 'R00342', 'R00341', 'R00361', 'R00351', 'R00345', 'R00341', 'R00342', 'R01257', 'R00351', 'R00342', 'R00339', 'R00351', 'R00931', 'R00345', 'R00342', 'R00345', 'R00342', 'R00341', 'R00345', 'R00342', 'R00342', 'R00345', 'R00348', 'R00357', 'R00355', 'R00355', 'R01731']",68,Ec
K1,Oxaloacetate,Aspartate Transaminase,2.6.1.1,aspC,L‑Aspartate,C00049,Amino group usually donated by glutamate.,TRUE,"['T1', 'M1', 'I1', 'E3', 'Q3', 'P3', 'R3']","['T1', 'M1', 'I1']",K,1,7,3,"['R02619', 'R05052', 'R00895', 'R00355', 'R02433', 'R00734', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R02433', 'R02619', 'R00896', 'R00355', 'R05052', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00734', 'R00734']",27,"['R00357', 'R00490', 'R00483', 'R00480', 'R01731', 'R01954', 'R04591', 'R01135', 'R00481', 'R00489', 'R00355', 'R00484', 'R00355', 'R01954', 'R00480', 'R04591', 'R00483', 'R00489', 'R01731', 'R00480', 'R00355', 'R00480', 'R00355', 'R00480', 'R00355', 'R00355', 'R01954', 'R00483', 'R01731', 'R01135', 'R00481', 'R00489', 'R01135', 'R01397', 'R04591', 'R01135', 'R01397', 'R00483', 'R00578', 'R00485', 'R00357', 'R00355', 'R01954', 'R01135', 'R00490', 'R01397', 'R00480', 'R00480', 'R00480', 'R01954', 'R00355', 'R01731', 'R00489', 'R00489', 'R00483', 'R00485', 'R00481', 'R00489', 'R00480', 'R05577']",60,Ec
K2,L‑Aspartate,Aspartokinase,2.7.2.4,lysC,Aspartyl‑phosphate,C03082,Key regulatory step for lysine synthesis.,TRUE,"['T2', 'M2', 'I2']","['T2', 'M2', 'I2']",K,2,3,3,"['R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480']",9,"['R00480', 'R02291', 'R00480', 'R02291', 'R02291', 'R00480', 'R00480', 'R02291', 'R02291', 'R00480', 'R00480', 'R02291', 'R02291', 'R00480', 'R00480', 'R02291', 'R00480']",17,Ec
K3,Aspartyl‑phosphate,Aspartate Semialdehyde Dehydrogenase,1.2.1.11,asd,Aspartate Semialdehyde,C03972,Branch point intermediate.,TRUE,"['T3', 'M3', 'I3', 'R6']","['K5', 'T3', 'M3', 'I3']",K,3,4,4,"['R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291']",8,"['R04365', 'R04198', 'R04198', 'R04198', 'R04365', 'R04198', 'R04365', 'R04198', 'R04365', 'R04198']",10,Ec
K4,Aspartate Semialdehyde,Dihydrodipicolinate Synthase,4.2.1.52,dapA,HTPA,C20258,Committed step toward lysine synthesis.,TRUE,[],[],K,4,0,0,[],0,"['R04198', 'R10147', 'R04198', 'R10147', 'R10147', 'R04198', 'R10147', 'R04198', 'R10147', 'R04198', 'R04198', 'R10147']",12,Ec
K5,HTPA,Dihydrodipicolinate Reductase,1.3.1.26,dapB,Tetrahydrodipicolinate,C03972,–,TRUE,[],"['K3', 'T3', 'M3', 'I3']",K,5,0,4,[],0,"['R04365', 'R04198', 'R04198', 'R04198', 'R04365', 'R04198', 'R04365', 'R04198', 'R04365', 'R04198']",10,Ec
K6,Tetrahydrodipicolinate,Tetrahydrodipicolinate N‑succinyltransferase,2.3.1.117,dapD,N‑Succinyl-2‑amino-6‑ketopimelate,C04462,–,TRUE,[],[],K,6,0,0,[],0,"['R04475', 'R04365', 'R04365', 'R04475', 'R04475', 'R04365', 'R04365', 'R04475']",8,Ec
K7,N‑Succinyl-2‑amino-6‑ketopimelate,Succinyl diaminopimelate Aminotransferase,2.6.1.17,dapC,"N‑Succinyl-L‑2,6‑diaminopimelate",C04421,–,FALSE,[],[],K,7,0,0,"['R04475', 'R04475', 'R04475', 'R04475']",4,"['R02734', 'R04475', 'R04475', 'R02734', 'R04475', 'R02734', 'R04475', 'R02734']",8,Ec
K8,"N‑Succinyl-L‑2,6‑diaminopimelate",N‑Succinyl diaminopimelate Desuccinylase,3.5.1.18,dapE,Diaminopimelate,C00666,–,TRUE,[],[],K,8,0,0,"['R02734', 'R02734', 'R02734', 'R02734']",4,"['R02735', 'R02734', 'R02735', 'R02734', 'R02735', 'R02734', 'R02735', 'R02734', 'R02735', 'R02735']",10,Ec
K9,Diaminopimelate,Diaminopimelate Epimerase,5.1.1.7,dapF,meso‑Diaminopimelate,C00680,Converts LL‑DAP to the meso form.,TRUE,[],[],K,9,0,0,"['R02735', 'R02735', 'R02735', 'R02735', 'R02735', 'R02735']",6,"['R00451', 'R02735', 'R02788', 'R02735', 'R00451', 'R02735', 'R00451', 'R02735', 'R00451', 'R02735', 'R00451', 'R02788', 'R02735', 'R00451', 'R02788']",15,Ec
K10,meso‑Diaminopimelate,Diaminopimelate Decarboxylase,4.1.1.20,lysA,L‑Lysine,C00047,Final decarboxylation step.,TRUE,[],[],K,10,0,0,"['R00451', 'R00451', 'R00451', 'R00451', 'R00451', 'R00451']",6,"['R00462', 'R00451', 'R00460', 'R00462', 'R00451', 'R00451', 'R00462', 'R00460', 'R00451', 'R00451', 'R00460', 'R00462', 'R00451', 'R00460', 'R03658']",15,Ec
T0,Pyruvate,Pyruvate Carboxylase,6.4.1.1,pyc,Oxaloacetate,C00036,–,FALSE,"['K0', 'M0', 'I0']","['K0', 'M0', 'I0']",T,0,3,3,"['R00344', 'R00344', 'R00344', 'R00344', 'R00344', 'R00344']",6,"['R00351', 'R00341', 'R00357', 'R01731', 'R00345', 'R00342', 'R00341', 'R00342', 'R00355', 'R00339', 'R00348', 'R00931', 'R00342', 'R00351', 'R00341', 'R00355', 'R01731', 'R00351', 'R00342', 'R00341', 'R00345', 'R00342', 'R00345', 'R00341', 'R00342', 'R00931', 'R00345', 'R00351', 'R00342', 'R00341', 'R00361', 'R00931', 'R00355', 'R00351', 'R00355', 'R00355', 'R00351', 'R00355', 'R01731', 'R00341', 'R00351', 'R00342', 'R00341', 'R00361', 'R00351', 'R00345', 'R00341', 'R00342', 'R01257', 'R00351', 'R00342', 'R00339', 'R00351', 'R00931', 'R00345', 'R00342', 'R00345', 'R00342', 'R00341', 'R00345', 'R00342', 'R00342', 'R00345', 'R00348', 'R00357', 'R00355', 'R00355', 'R01731']",68,Ec
T1,Oxaloacetate,Aspartate Transaminase,2.6.1.1,aspC,L‑Aspartate,C00049,Amino group usually donated by glutamate.,TRUE,"['K1', 'M1', 'I1', 'E3', 'Q3', 'P3', 'R3']","['K1', 'M1', 'I1']",T,1,7,3,"['R02619', 'R05052', 'R00895', 'R00355', 'R02433', 'R00734', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R02433', 'R02619', 'R00896', 'R00355', 'R05052', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00734', 'R00734']",27,"['R00357', 'R00490', 'R00483', 'R00480', 'R01731', 'R01954', 'R04591', 'R01135', 'R00481', 'R00489', 'R00355', 'R00484', 'R00355', 'R01954', 'R00480', 'R04591', 'R00483', 'R00489', 'R01731', 'R00480', 'R00355', 'R00480', 'R00355', 'R00480', 'R00355', 'R00355', 'R01954', 'R00483', 'R01731', 'R01135', 'R00481', 'R00489', 'R01135', 'R01397', 'R04591', 'R01135', 'R01397', 'R00483', 'R00578', 'R00485', 'R00357', 'R00355', 'R01954', 'R01135', 'R00490', 'R01397', 'R00480', 'R00480', 'R00480', 'R01954', 'R00355', 'R01731', 'R00489', 'R00489', 'R00483', 'R00485', 'R00481', 'R00489', 'R00480', 'R05577']",60,Ec
T2,L‑Aspartate,Aspartokinase,2.7.2.4,lysC,Aspartyl‑phosphate,C03082,Key regulatory step for lysine synthesis.,TRUE,"['K2', 'M2', 'I2']","['K2', 'M2', 'I2']",T,2,3,3,"['R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480']",9,"['R00480', 'R02291', 'R00480', 'R02291', 'R02291', 'R00480', 'R00480', 'R02291', 'R02291', 'R00480', 'R00480', 'R02291', 'R02291', 'R00480', 'R00480', 'R02291', 'R00480']",17,Ec
T3,Aspartyl‑phosphate,Aspartate Semialdehyde Dehydrogenase,1.2.1.11,asd,Aspartate Semialdehyde,C03972,Branch point intermediate. C01102,TRUE,"['K3', 'M3', 'I3', 'R6']","['K3', 'K5', 'M3', 'I3']",T,3,4,4,"['R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291']",8,"['R04365', 'R04198', 'R04198', 'R04198', 'R04365', 'R04198', 'R04365', 'R04198', 'R04365', 'R04198']",10,Ec
T4,Aspartate Semialdehyde,Homoserine Dehydrogenase,1.1.1.3,thrA,Homoserine,C00263,Shared with methionine synthesis.,TRUE,"['M4', 'I4']","['M4', 'I4']",T,4,2,2,"['R01773', 'R01773', 'R01773', 'R01773', 'R01773', 'R01773', 'R01773']",7,"['R01773', 'R01771', 'R01776', 'R01777', 'R01773', 'R01777', 'R01771', 'R01771', 'R01773', 'R01771', 'R01773', 'R01777', 'R01777', 'R01771', 'R01773', 'R01776', 'R01777', 'R01773', 'R01771', 'R01773']",20,Ec
T5,Homoserine,Homoserine Kinase,2.7.1.39,thrB,O‑Phosphohomoserine,C01102,Activates homoserine for conversion.,TRUE,['I5'],['I5'],T,5,1,1,"['R01771', 'R01771', 'R01771', 'R01771', 'R01771', 'R01771']",6,"['R01771', 'R01466', 'R01771', 'R01466', 'R01466', 'R01771', 'R01466', 'R01771', 'R01466', 'R01771', 'R01771']",11,Ec
T6,O‑Phosphohomoserine,Threonine Synthase,4.2.3.1,thrC,L‑Threonine,C00188,Final step in threonine biosynthesis.,TRUE,['I6'],['I6'],T,6,1,1,"['R01466', 'R01466', 'R01466', 'R01466', 'R01466', 'R05086']",6,"['R01466', 'R00751', 'R00996', 'R01465', 'R00751', 'R00996', 'R01466', 'R00751', 'R01466', 'R00996', 'R00751', 'R01466', 'R00996', 'R00751', 'R01466', 'R01465', 'R00996', 'R03663']",18,Ec
M0,Pyruvate,Pyruvate Carboxylase,6.4.1.1,pyc,Oxaloacetate,C00036,–,FALSE,"['K0', 'T0', 'I0']","['K0', 'T0', 'I0']",M,0,3,3,"['R00344', 'R00344', 'R00344', 'R00344', 'R00344', 'R00344']",6,"['R00351', 'R00341', 'R00357', 'R01731', 'R00345', 'R00342', 'R00341', 'R00342', 'R00355', 'R00339', 'R00348', 'R00931', 'R00342', 'R00351', 'R00341', 'R00355', 'R01731', 'R00351', 'R00342', 'R00341', 'R00345', 'R00342', 'R00345', 'R00341', 'R00342', 'R00931', 'R00345', 'R00351', 'R00342', 'R00341', 'R00361', 'R00931', 'R00355', 'R00351', 'R00355', 'R00355', 'R00351', 'R00355', 'R01731', 'R00341', 'R00351', 'R00342', 'R00341', 'R00361', 'R00351', 'R00345', 'R00341', 'R00342', 'R01257', 'R00351', 'R00342', 'R00339', 'R00351', 'R00931', 'R00345', 'R00342', 'R00345', 'R00342', 'R00341', 'R00345', 'R00342', 'R00342', 'R00345', 'R00348', 'R00357', 'R00355', 'R00355', 'R01731']",68,Ec
M1,Oxaloacetate,Aspartate Transaminase,2.6.1.1,aspC,L‑Aspartate,C00049,Amino group usually donated by glutamate.,TRUE,"['K1', 'T1', 'I1', 'E3', 'Q3', 'P3', 'R3']","['K1', 'T1', 'I1']",M,1,7,3,"['R02619', 'R05052', 'R00895', 'R00355', 'R02433', 'R00734', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R02433', 'R02619', 'R00896', 'R00355', 'R05052', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00734', 'R00734']",27,"['R00357', 'R00490', 'R00483', 'R00480', 'R01731', 'R01954', 'R04591', 'R01135', 'R00481', 'R00489', 'R00355', 'R00484', 'R00355', 'R01954', 'R00480', 'R04591', 'R00483', 'R00489', 'R01731', 'R00480', 'R00355', 'R00480', 'R00355', 'R00480', 'R00355', 'R00355', 'R01954', 'R00483', 'R01731', 'R01135', 'R00481', 'R00489', 'R01135', 'R01397', 'R04591', 'R01135', 'R01397', 'R00483', 'R00578', 'R00485', 'R00357', 'R00355', 'R01954', 'R01135', 'R00490', 'R01397', 'R00480', 'R00480', 'R00480', 'R01954', 'R00355', 'R01731', 'R00489', 'R00489', 'R00483', 'R00485', 'R00481', 'R00489', 'R00480', 'R05577']",60,Ec
M2,L‑Aspartate,Aspartokinase,2.7.2.4,lysC,Aspartyl‑phosphate,C03082,Key regulatory step for lysine synthesis.,TRUE,"['K2', 'T2', 'I2']","['K2', 'T2', 'I2']",M,2,3,3,"['R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480']",9,"['R00480', 'R02291', 'R00480', 'R02291', 'R02291', 'R00480', 'R00480', 'R02291', 'R02291', 'R00480', 'R00480', 'R02291', 'R02291', 'R00480', 'R00480', 'R02291', 'R00480']",17,Ec
M3,Aspartyl‑phosphate,Aspartate Semialdehyde Dehydrogenase,1.2.1.11,asd,Aspartate Semialdehyde,C03972,Branch point intermediate. C01102,TRUE,"['K3', 'T3', 'I3', 'R6']","['K3', 'K5', 'T3', 'I3']",M,3,4,4,"['R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291']",8,"['R04365', 'R04198', 'R04198', 'R04198', 'R04365', 'R04198', 'R04365', 'R04198', 'R04365', 'R04198']",10,Ec
M4,Aspartate Semialdehyde,Homoserine Dehydrogenase,1.1.1.3,thrA,Homoserine,C00263,Shared with methionine synthesis.,TRUE,"['T4', 'I4']","['T4', 'I4']",M,4,2,2,"['R01773', 'R01773', 'R01773', 'R01773', 'R01773', 'R01773', 'R01773']",7,"['R01773', 'R01771', 'R01776', 'R01777', 'R01773', 'R01777', 'R01771', 'R01771', 'R01773', 'R01771', 'R01773', 'R01777', 'R01777', 'R01771', 'R01773', 'R01776', 'R01777', 'R01773', 'R01771', 'R01773']",20,Ec
M5,Homoserine,Homoserine O‑Succinyltransferase,2.3.1.46,metA,O‑Succinylhomoserine,C01118,Activates homoserine for conversion.,TRUE,[],[],M,5,0,0,"['R01777', 'R01777', 'R01777', 'R01777', 'R01777']",5,"['R03260', 'R01777', 'R00999', 'R01288', 'R01777', 'R03260', 'R01777', 'R03260', 'R01288', 'R01777', 'R01288', 'R01777', 'R03260', 'R00999']",14,Ec
M6,O‑Succinylhomoserine,Cystathionine γ‑Synthase,2.5.1.48,metB,Cystathionine,C02291,Final step in threonine biosynthesis.,TRUE,[],[],M,6,0,0,"['R03217', 'R03260', 'R00999', 'R01288', 'R04944', 'R03260', 'R03260', 'R01288', 'R01288', 'R03260', 'R03217', 'R00999', 'R04944']",13,"['R03217', 'R03260', 'R01286', 'R03260', 'R01286', 'R03260', 'R01286', 'R01286', 'R03260', 'R03217']",10,Ec
M7,Cystathionine,Cystathionine β‑Lyase,4.4.1.8,metC,Homocysteine,C00155,Diverts threonine from protein synthesis.,TRUE,[],[],M,7,0,0,[],0,"['R01288', 'R00946', 'R01287', 'R01286', 'R01291', 'R00946', 'R01286', 'R00946', 'R01286', 'R00946', 'R01291', 'R01288', 'R00946', 'R01286', 'R04405', 'R11063', 'R01291', 'R01288', 'R00946', 'R00946', 'R11063']",21,Ec
M8,Homocysteine,Methionine Synthase,2.1.1.14,metE,L‑Methionine,C00073,Same enzyme also functions in valine synthesis.,TRUE,[],[],M,8,0,0,"['R09365', 'R04405', 'R09365']",3,"['R00946', 'R00648', 'R00177', 'R01078', 'R09394', 'R03472', 'R10246', 'R00946', 'R10204', 'R12423', 'R12424', 'R02025', 'R00946', 'R00177', 'R00946', 'R00177', 'R09394', 'R00177', 'R01078', 'R12424', 'R12423', 'R03472', 'R10246', 'R07396', 'R02025', 'R00946', 'R04405', 'R00177', 'R11063', 'R10204', 'R10246', 'R03472', 'R01078', 'R12423', 'R12424', 'R09394', 'R00946', 'R00946', 'R00177', 'R11063', 'R06895', 'R00177', 'R03659']",43,Ec
